"region","haulid","year","lat","lon","stratum","stratumarea","depth","spp","wtcpue"
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Hippoglossoides elassodon",19.16
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Hippoglossus stenolepis",8.3
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Hydrolagus colliei",43.8
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Lopholithodes foraminatus",1.72
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Lyopsetta exilis",16.08
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Merluccius productus",196.54
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Microstomus pacificus",310.88
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Pandalus jordani",NA
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Pandalus platyceros",NA
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Parophrys vetulus",4.2
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Porifera",NA
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Raja rhina",41
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Scyphozoa",NA
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Sebastes aleutianus/melanostictus complex",0.42
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Sebastes babcocki",0.68
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Sebastes crameri",0.6
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Sebastes flavidus",3.3
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Squalus suckleyi",31.14
"Canadian Pacific","84210-007",2018,48.426833,-125.33815,"48--126-100",3290.93157726727,168,"Thaleichthys pacificus",0.68
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Alosa sapidissima",0.5
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Anoplopoma fimbria",0.92
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Atheresthes stomias",43.34
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Balticina septentrionalis",NA
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Brisaster latifrons",NA
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Enteroctopus dofleini",8.44
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Entosphenus tridentatus",NA
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Eopsetta jordani",4.72
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Gadus chalcogrammus",11.16
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Gadus macrocephalus",10.82
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Glyptocephalus zachirus",117.5
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Hippoglossoides elassodon",65.86
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Hydrolagus colliei",28.68
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Icelinus filamentosus",0.14
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Lycodes pacificus",0.14
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Lyopsetta exilis",11.48
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Merluccius productus",177.82
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Microstomus pacificus",217.76
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Pandalus jordani",NA
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Parophrys vetulus",1.04
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Raja rhina",16.36
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Sebastes crameri",0.32
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Sebastes flavidus",80.88
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Sebastes paucispinis",22.06
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Sebastes pinniger",4.12
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Sebastes saxicola",NA
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Squalus suckleyi",4.7
"Canadian Pacific","84210-008",2018,48.47315,-125.442083,"48--126-100",3290.93157726727,148,"Thaleichthys pacificus",5.98
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Allocentrotus fragilis",2.42
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Anoplopoma fimbria",3.82
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Atheresthes stomias",45.22
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Citharichthys sordidus",0.4
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Eopsetta jordani",60.92
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Gadus chalcogrammus",22.3
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Gadus macrocephalus",0.5
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Glyptocephalus zachirus",93.38
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Hippoglossoides elassodon",24.06
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Hydrolagus colliei",30.06
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Lopholithodes foraminatus",0.58
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Lyopsetta exilis",4.96
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Merluccius productus",65.81
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Microstomus pacificus",58.86
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Ophiodon elongatus",6.04
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Parophrys vetulus",77.69
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Raja rhina",7.2
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Sebastes elongatus",1.76
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Sebastes flavidus",31.88
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Sebastes paucispinis",43.76
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Sebastes pinniger",3.36
"Canadian Pacific","84210-009",2018,48.458066,-125.522883,"48--126-100",3290.93157726727,113,"Sebastes proriger",0.3
