"","region","haulid","year","lat","lon","stratum","stratumarea","depth","spp","wtcpue"
"36","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Eualus fabricii",0.0422
"37","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Eumesogrammus praecisus",0.202
"38","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Eumicrotremus terraenovae",0.656
"39","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Gadus morhua",44.275
"40","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Lebbeus polaris",0.0068
"41","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Liparis bathyarcticus",0.0158
"42","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Lycodes lavalaei",1.167
"43","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Mallotus villosus",0.143
"44","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Myoxocephalus scorpius",7.27
"45","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Pandalus montagui",0.7195
"46","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Sclerocrangon boreas",4.7474
"47","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Spirontocaris spinus",0.1035
"48","Gulf of St. Lawrence North","15-101-2018-08-20 -22:11:00",2018,51.573666667,-56.6095,"51--57-100",2976.62188228636,80,"Triglops murrayi",0.674
"49","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Anarhichas lupus",1.4
"50","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Argis dentata",0.0123
"51","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Artediellus atlanticus",0.0027
"52","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Aspidophoroides monopterygius",0.0111
"53","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Clupea harengus",41.66
"54","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Eualus fabricii",0.0014
"55","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Eumesogrammus praecisus",0.2184
"56","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Eumicrotremus terraenovae",0.0048
"57","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Gadus morhua",70.5551
"58","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Hemitripterus americanus",0.4635
"59","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Hippoglossus hippoglossus",5.06
"60","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Lebbeus polaris",0.0035
"61","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Myoxocephalus scorpius",0.504
"62","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Pandalus montagui",0.2352
"63","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Sclerocrangon boreas",1.1715
"64","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Scomber scombrus",0.0018
"65","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Sebastes sp.",0.0186
"66","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Spirontocaris spinus",0.0102
"67","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Stichaeus punctatus punctatus",0.0093
"68","Gulf of St. Lawrence North","15-102-2018-08-21 -03:18:00",2018,51.107333333,-57.19683333,"51--58-100",1128.2686466258,52,"Triglops murrayi",1.776
"69","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Amblyraja radiata",0.1333
"70","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Anarhichas lupus",3.202
"71","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Argis dentata",0.0062
"72","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Artediellus atlanticus",0.0052
"73","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Aspidophoroides monopterygius",0.0063
"74","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Boreogadus saida",1.648
"75","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Clupea harengus",3.11
"76","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Cyclopterus lumpus",3.208
"77","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Gadus morhua",107.05
"78","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Glyptocephalus cynoglossus",1.61
"79","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Hippoglossoides platessoides",21.47
"80","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Hippoglossus hippoglossus",42.43
"81","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Lebbeus groenlandicus",0.0011
"82","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Leptoclinus maculatus",0.0781
"83","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Lumpenus lampretaeformis",0.0642
"84","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Mallotus villosus",3.67
"85","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Merluccius bilinearis",0.1102
"86","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Pandalus borealis",0.1682
"87","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Pandalus montagui",0.9624
"88","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Reinhardtius hippoglossoides",0.456
"89","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Sabinea sarsii",0.0016
"90","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Sclerocrangon boreas",0.0132
"91","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Sebastes sp.",11.506
"92","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Spirontocaris liljeborgii",0.0012
"93","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Spirontocaris spinus",0.0012
"94","Gulf of St. Lawrence North","15-105-2018-08-21 -17:09:00",2018,50.637666667,-57.85733333,"50--58-200",1926.50832337405,156,"Triglops murrayi",0.3668
"95","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Amblyraja radiata",2.41
"96","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Arctozenus risso",0.418
"97","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Boreogadus saida",0.0198
"98","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Clupea harengus",2.49
"99","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Enchelyopus cimbrius",0.0564
"100","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Glyptocephalus cynoglossus",0.097
"101","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Hippoglossoides platessoides",2.28
"102","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Leptagonus decagonus",0.0045
"103","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Mallotus villosus",5.57
"104","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Myxine glutinosa",0.37
"105","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Pandalus borealis",40.0418
"106","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Pasiphaea multidentata",0.024
"107","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Pontophilus norvegicus",0.0959
"108","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Reinhardtius hippoglossoides",31.99
"109","Gulf of St. Lawrence North","15-106-2018-08-21 -19:53:00",2018,50.587,-57.73133333,"50--58-200",1926.50832337405,250,"Sebastes sp.",2.13
"110","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Amblyraja radiata",10.5065
"111","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Arctozenus risso",0.3323
"112","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Clupea harengus",0.728
"113","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Enchelyopus cimbrius",0.1571
"114","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Glyptocephalus cynoglossus",0.364
"115","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Hippoglossoides platessoides",1.34
"116","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Hippoglossus hippoglossus",5.91
"117","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Leucoraja ocellata",0.0135
"118","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Malacoraja senta",3.78
"119","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Mallotus villosus",0.8355
"120","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Merluccius bilinearis",0.0324
"121","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Pandalus borealis",45.4867
"122","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Reinhardtius hippoglossoides",12.956
"123","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Sebastes sp.",82.1588
"124","Gulf of St. Lawrence North","15-107-2018-08-21 -22:10:00",2018,50.3755,-58.0065,"50--59-300",2029.89658177142,254,"Urophycis tenuis",1.284
"125","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Amblyraja radiata",0.0102
"126","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Enchelyopus cimbrius",0.2785
"127","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Glyptocephalus cynoglossus",0.8025
"128","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Hippoglossoides platessoides",0.5515
"129","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Lophius americanus",7.62
"130","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Malacoraja senta",1.1
"131","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Mallotus villosus",0.0925
"132","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Melanostigma atlanticum",0.0061
"133","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Myxine glutinosa",0.5585
"134","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Nezumia bairdii",0.0457
"135","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Pandalus borealis",16.6172
"136","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Pasiphaea multidentata",0.5811
"137","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Pontophilus norvegicus",0.2993
"138","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Reinhardtius hippoglossoides",74.6125
"139","Gulf of St. Lawrence North","15-108-2018-08-22 -01:07:00",2018,50.301333333,-58.33216667,"50--59-300",2029.89658177142,332,"Sebastes sp.",195.97
"140","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Amblyraja radiata",6.46
"141","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Arctozenus risso",0.0657
"142","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Aspidophoroides monopterygius",0.0032
"143","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Centroscyllium fabricii",39.98
"144","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Enchelyopus cimbrius",0.83
"145","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Glyptocephalus cynoglossus",3.719
"146","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Hippoglossoides platessoides",0.0054
"147","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Malacoraja senta",0.43
"148","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Melanostigma atlanticum",0.092
"149","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Myxine glutinosa",5.93
"150","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Nezumia bairdii",1.282
"151","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Pandalus borealis",18.143
"152","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Pandalus montagui",0.0431
"153","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Pasiphaea multidentata",7.9604
"154","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Pontophilus norvegicus",0.476
"155","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Reinhardtius hippoglossoides",21.001
"156","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Sebastes sp.",276.47
"157","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Spirontocaris liljeborgii",0.02
"158","Gulf of St. Lawrence North","15-11-2018-08-05 -07:53:00",2018,49.344166667,-66.20266667,"49--67-300",5322.72331135752,318,"Spirontocaris sp.",0.0406
"159","Gulf of St. Lawrence North","15-110-2018-08-22 -04:40:00",2018,50.173,-58.452,"50--59-300",2029.89658177142,306,"Amblyraja radiata",3.31
"160","Gulf of St. Lawrence North","15-110-2018-08-22 -04:40:00",2018,50.173,-58.452,"50--59-300",2029.89658177142,306,"Arctozenus risso",0.039
"161","Gulf of St. Lawrence North","15-110-2018-08-22 -04:40:00",2018,50.173,-58.452,"50--59-300",2029.89658177142,306,"Enchelyopus cimbrius",0.2855
"162","Gulf of St. Lawrence North","15-110-2018-08-22 -04:40:00",2018,50.173,-58.452,"50--59-300",2029.89658177142,306,"Glyptocephalus cynoglossus",4.38
"163","Gulf of St. Lawrence North","15-110-2018-08-22 -04:40:00",2018,50.173,-58.452,"50--59-300",2029.89658177142,306,"Hippoglossoides platessoides",0.0795
"164","Gulf of St. Lawrence North","15-110-2018-08-22 -04:40:00",2018,50.173,-58.452,"50--59-300",2029.89658177142,306,"Leptoclinus maculatus",0.0058
"165","Gulf of St. Lawrence North","15-110-2018-08-22 -04:40:00",2018,50.173,-58.452,"50--59-300",2029.89658177142,306,"Lophius americanus",0.6015
"166","Gulf of St. Lawrence North","15-110-2018-08-22 -04:40:00",2018,50.173,-58.452,"50--59-300",2029.89658177142,306,"Malacoraja senta",0.157
