Survey.Year,Trip.identifier,Vessel.name,Trip.start.date,Trip.end.date,GMA,PFMA,Set.number,Set.date,Start.latitude,Start.longitude,End.latitude,End.longitude,Bottom.depth..m.,Tow.duration..min.,Distance.towed..m.,Vessel.speed..m.min.,Trawl.door.spread..m.,Trawl.mouth.opening.height..m.
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,29,30,2012-03-20,49.170016,-123.457833,49.15365,-123.456966,299,20,1800,93.3352,64.1,2
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,29,31,2012-03-20,49.117616,-123.40095,49.128866,-123.410216,228,15,1420,95.0019,61.43,1.8
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,29,32,2012-03-20,49.093066,-123.403216,49.082716,-123.422166,262,20,1790,93.3352,61.43,1.3
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,29,33,2012-03-20,49.059666,-123.3459,49.07355,-123.35795,196,19,1760,90.0018,61.43,1.4
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,29,34,2012-03-21,49.042166,-123.276483,49.052666,-123.294083,77,21,1270,91.6685,61.43,1.3
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,18,35,2012-03-21,48.924916,-123.1987,48.91405,-123.217283,131,19,1790,93.3352,61.43,1.7
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,29,36,2012-03-21,49.002683,-123.3563,48.9919,-123.3749,235,20,1730,90.0018,64.3,1.4
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,29,37,2012-03-21,48.976933,-123.388316,48.988533,-123.40505,258,19,1730,90.0018,64.9,2.1
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,29,38,2012-03-21,49.020533,-123.412133,49.010083,-123.430766,303,18,1760,91.6685,65.1,3.3
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,29,39,2012-03-21,49.088566,-123.6076,49.0746,-123.595983,201,20,1750,90.0018,58,1.5
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,29,40,2012-03-21,49.19445,-123.627083,49.185716,-123.604833,390,20,1780,93.3352,64.1,5.8
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,29,41,2012-03-21,49.249033,-123.630366,49.250066,-123.654816,382,19,1780,91.6685,65.8,2.4
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,14,42,2012-03-22,49.86345,-124.85045,49.876683,-124.863866,264,20,1730,90.0018,63.1,1.7
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,15,43,2012-03-22,49.910083,-124.861333,49.89635,-124.849916,167,20,1700,88.3351,61.43,1.4
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,15,44,2012-03-22,49.8161,-124.563666,49.800683,-124.554966,256,20,1780,91.6685,63.9,1.4
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,14,45,2012-03-23,49.8693,-125.0359,49.88305,-125.049416,126,21,1770,91.6685,59.5,1.3
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,14,46,2012-03-23,49.810183,-124.942983,49.80175,-124.922533,105,19,1740,90.0018,52.9,1.3
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,14,47,2012-03-23,49.702533,-124.7249,49.690066,-124.708233,262,16,1780,91.6685,61.8,1.9
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,14,48,2012-03-23,49.622583,-124.7954,49.637066,-124.805516,84,20,1740,91.6685,59.3,2.3
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,14,49,2012-03-23,49.597066,-124.7767,49.608233,-124.795466,86,20,1830,93.3352,59.1,1.2
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,14,50,2012-03-23,49.5994,-124.639083,49.58385,-124.631783,167,19,1770,91.6685,60.3,1.3
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,14,51,2012-03-24,49.559,-124.5855,49.5461,-124.567166,178,21,1950,93.3352,61.43,1.4
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,16,52,2012-03-24,49.639766,-124.501133,49.63025,-124.481316,336,15,1750,91.6685,61.43,4.6
2012,72189,W. E. RICKER,2012-03-14,2012-03-24,1,14,53,2012-03-24,49.380316,-124.516633,49.37805,-124.492633,70,19,1800,93.3352,61.43,2.2
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,13,1,2015-05-18,50.1162,-125.190216,50.107216,-125.173516,129.3,17,1650,93.3352,53.5,4.4
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,13,4,2015-05-18,50.064,-125.011216,50.048416,-125.016266,88.2,21,1870,93.3352,50.2,4.3
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,15,5,2015-05-18,50.006766,-124.96345,49.9966,-124.973316,114,18,1400,86.6684,55.6,3.9
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,15,6,2015-05-19,49.925716,-124.709816,49.913933,-124.692066,155.2,24,2050,91.6685,62.7,3.3
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,15,7,2015-05-19,49.8954,-124.67385,49.911083,-124.690633,150,25,2290,93.3352,57.3,3
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,15,8,2015-05-19,49.857516,-124.7008,49.8735,-124.700316,133.5,21,1890,93.3352,61.7,3.1
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,15,9,2015-05-19,49.856966,-124.699383,49.871433,-124.69925,130.7,19,1610,90.0018,62.3,2.9
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,15,10,2015-05-19,49.909533,-124.860066,49.89555,-124.854316,164.1,21,1830,90.0018,59.4,3.1
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,14,11,2015-05-19,49.8715,-125.036483,49.8856,-125.051333,127.3,22,1950,95.0019,57.5,2.7
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,14,12,2015-05-19,49.806316,-124.927733,49.797133,-124.906983,117.7,21,1860,91.6685,61.4,2.6
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,14,13,2015-05-19,49.789983,-124.87625,49.779566,-124.856016,157.4,21,1880,95.0019,58.5,2.5
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,14,14,2015-05-20,49.673966,-124.83995,49.658733,-124.83145,74.7,21,1860,91.6685,56.4,2.4
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,14,15,2015-05-20,49.641683,-124.814283,49.6224,-124.80215,88.5,24,2370,100.002,54.1,2.2
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,14,16,2015-05-20,49.588266,-124.7628,49.600116,-124.780866,81,22,2060,93.3352,58.7,2.2
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,14,18,2015-05-20,49.668733,-124.7911,49.655333,-124.7824,91.4,18,1720,93.3352,58.4,3.2
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,14,19,2015-05-20,49.612866,-124.690033,49.59925,-124.674933,142.7,22,1960,95.0019,59,2.3
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,14,20,2015-05-20,49.678216,-124.67645,49.68585,-124.699233,232.1,25,2220,95.0019,61.9,2.1
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,16,21,2015-05-20,49.614566,-124.4579,49.62535,-124.479083,334.9,23,2070,98.3353,60.7,2.1
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,14,22,2015-05-21,49.542883,-124.570166,49.533683,-124.549916,180.1,23,2e3,93.3352,58.8,2.1
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,14,23,2015-05-21,49.404616,-124.514583,49.398133,-124.4894,136.7,24,2230,100.002,61,2.1
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,14,24,2015-05-21,49.375733,-124.2529,49.3788,-124.2773,315.4,28,2160,91.6685,59.4,2.2
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,16,25,2015-05-21,49.489333,-124.050016,49.50345,-124.06285,149.3,22,1960,93.3352,64.1,2.1
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,17,26,2015-05-21,49.424383,-123.919616,49.42455,-123.94295,229.8,22,1930,91.6685,61.3,2.1
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,27,2015-05-21,49.387983,-123.750383,49.394916,-123.774133,128.2,22,1970,96.6686,59.8,2
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,18,28,2015-05-22,48.827433,-123.111466,48.82295,-123.088466,190.3,21,1840,86.6684,64.7,3.8
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,18,29,2015-05-22,48.872983,-123.147916,48.88465,-123.16555,136.4,23,2050,91.6685,62.8,4.1
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,30,2015-05-22,48.984933,-123.431733,48.975466,-123.41045,224.3,23,2050,95.0019,67.4,4.4
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,31,2015-05-22,49.0392,-123.466683,49.0484,-123.485683,335.8,22,1860,88.3351,67.3,4.5
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,32,2015-05-22,49.069733,-123.46155,49.081366,-123.478183,333,22,1810,90.0018,68.1,4.3
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,33,2015-05-22,49.0531,-123.289033,49.062483,-123.3023,62.7,18,1490,88.3351,53.4,4.4
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,34,2015-05-22,49.14785,-123.438,49.1313,-123.43735,278.4,24,1960,93.3352,66.3,4.2
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,35,2015-05-23,49.391083,-123.67555,49.386183,-123.649683,174.3,22,2040,98.3353,62.4,3.7
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,36,2015-05-23,49.339333,-123.662083,49.329933,-123.64,249.8,23,1980,93.3352,63.7,3.6
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,37,2015-05-23,49.336833,-123.532766,49.347066,-123.5551,158.1,22,2060,100.002,62.8,3.5
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,38,2015-05-23,49.291166,-123.577633,49.30365,-123.5982,312.4,23,2110,103.3354,65.9,3.5
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,39,2015-05-23,49.248983,-123.6741,49.24565,-123.645783,382.3,26,2220,103.3354,67.2,3.3
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,40,2015-05-23,49.242733,-123.571216,49.239216,-123.59635,362.1,25,2090,95.0019,67.1,3.4
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,41,2015-05-23,49.306033,-123.38825,49.2972,-123.409633,242.7,24,2100,95.0019,64.3,3.6
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,42,2015-05-24,49.164283,-123.56245,49.177333,-123.57835,384.6,25,2300,95.0019,68.6,2.7
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,43,2015-05-24,49.1796,-123.525366,49.192216,-123.545083,351.9,25,2240,101.6687,68.1,2.8
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,44,2015-05-24,49.220733,-123.6155,49.2192,-123.642083,378.2,26,2190,96.6686,67.1,2.3
2015,76890,W. E. RICKER,2015-05-17,2015-05-24,1,29,45,2015-05-24,49.195566,-123.62635,49.187216,-123.602066,387.7,28,2590,103.3354,66.9,2.3
