
LATITUDE,LONGITUDE,STATION,STRATUM,YEAR,DATETIME,WTCPUE,NUMCPUE,COMMON,SCIENTIFIC,SID,BOT_DEPTH,BOT_TEMP,SURF_TEMP,VESSEL,CRUISE,HAUL                                                                                                                                                                                                                                                                                                                                                                             
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.0475,1.0466,sturgeon poacher,Podothecus accipenserinus,20040,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.019,.4186,Bering poacher,Occella dodecaedron,20061,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.095,3.5584,,Gymnocanthus sp.,21313,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,3.2946,6.2795,plain sculpin,Myoxocephalus jaok,21371,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,5.4213,3.1398,walleye pollock,Gadus chalcogrammus,21740,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.0666,4.605,capelin,Mallotus villosus,23041,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.019,-9999,,Crangon sp.,66502,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.019,-9999,,Argis sp.,66570,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.0666,-9999,circumboreal toad crab,Hyas coarctatus,68577,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,3.4845,-9999,Alaskan hermit,Pagurus ochotensis,69090,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,4.1775,-9999,red king crab,Paralithodes camtschaticus,69322,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.019,-9999,snail  egg,gastropod egg,71001,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.019,-9999,,Neptunea borealis,71835,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.019,-9999,lyre whelk,Neptunea lyrata,71870,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.5222,-9999,fat whelk,Neptunea ventricosa,71882,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,2.0034,-9999,,Neptunea heros,71884,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.1423,-9999,,Mactromeris sp.,75110,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,44.529,-9999,purple-orange sea star,Asterias amurensis,81742,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.5886,-9999,sea onion,Boltenia ovifera,98105,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,.1614,-9999,empty gastropod shells,,99994,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,3.2946,1.0466,skate unid.,Rajidae,400,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,6.0005,2.0932,Pacific halibut,Hippoglossus stenolepis,10120,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,7.3012,20.7224,flathead sole,Hippoglossoides elassodon,10130,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,242.4219,1060.6081,yellowfin sole,Limanda aspera,10210,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,1.4148,6.2795,longhead dab,Limanda proboscidea,10211,40,4.8,3.5,37,198401,20
58.014,-162.7425,J-09,10,1984,06/14/1984 12:00,25.4452,59.2366,Alaska plaice,Pleuronectes quadrituberculatus,10285,40,4.8,3.5,37,198401,20
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,.3988,.6595,plain sculpin,Myoxocephalus jaok,21371,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,4.7366,-9999,Alaskan hermit,Pagurus ochotensis,69090,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,.0299,-9999,,Mactromeris sp.,75110,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,42.2496,-9999,purple-orange sea star,Asterias amurensis,81742,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,6.0826,-9999,,Neptunea heros,71884,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,1.1269,-9999,fat whelk,Neptunea ventricosa,71882,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,.1396,-9999,,Neptunea sp.,71800,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,3.0911,-9999,red king crab,Paralithodes camtschaticus,69322,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,.339,-9999,hairy hermit crab,Pagurus capillatus,69120,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,.0598,-9999,splendid hermit,Labidochirus splendescens,69061,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,.0299,-9999,circumboreal toad crab,Hyas coarctatus,68577,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,.2493,11.2116,capelin,Mallotus villosus,23041,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,223.0943,195.654,walleye pollock,Gadus chalcogrammus,21740,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,23.6625,25.501,Pacific cod,Gadus macrocephalus,21720,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,.0299,.6595,Bering poacher,Occella dodecaedron,20061,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,.0598,.6595,sturgeon poacher,Podothecus accipenserinus,20040,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,10.4202,25.501,Alaska plaice,Pleuronectes quadrituberculatus,10285,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,29.1568,291.9421,rock sole unid.,Lepidopsetta sp.,10260,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,4.7863,19.7852,longhead dab,Limanda proboscidea,10211,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,190.4175,916.7158,yellowfin sole,Limanda aspera,10210,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,.0299,-9999,snail  egg,gastropod egg,71001,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,3.6596,21.1042,flathead sole,Hippoglossoides elassodon,10130,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,1.0271,.6595,Pacific halibut,Hippoglossus stenolepis,10120,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,1.6853,.6595,skate unid.,Rajidae,400,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,.5584,-9999,sea onion,Boltenia ovifera,98105,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,.0598,-9999,compound ascidian unid.,,98300,40,4,3.9,37,198401,21
57.6865,-162.75533,I-09,10,1984,06/14/1984 15:00,1.0471,-9999,empty gastropod shells,,99994,40,4,3.9,37,198401,21
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,126.0116,734.757,rock sole unid.,Lepidopsetta sp.,10260,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,171.9965,920.099,yellowfin sole,Limanda aspera,10210,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,17.5377,67.252,longhead dab,Limanda proboscidea,10211,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,4.6739,10.2588,Alaska plaice,Pleuronectes quadrituberculatus,10285,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.1345,7.5231,sturgeon poacher,Podothecus accipenserinus,20040,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.031,.6839,,Triglops sp.,21350,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.393,1.1399,plain sculpin,Myoxocephalus jaok,21371,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,16.3694,7.9791,Pacific cod,Gadus macrocephalus,21720,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,37.2884,42.8589,walleye pollock,Gadus chalcogrammus,21740,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.1345,6.8392,capelin,Mallotus villosus,23041,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,1.5614,-9999,jellyfish unid.,Scyphozoa,40500,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.031,-9999,,Crangon sp.,66502,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,2.792,-9999,Tanner crab,Chionoecetes bairdi,68560,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.1345,-9999,circumboreal toad crab,Hyas coarctatus,68577,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.3308,-9999,snow crab,Chionoecetes opilio,68580,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.2483,-9999,splendid hermit,Labidochirus splendescens,69061,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.6101,-9999,fuzzy hermit crab,Pagurus trigonocheirus,69086,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,9.3686,-9999,Alaskan hermit,Pagurus ochotensis,69090,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,3.0402,-9999,hairy hermit crab,Pagurus capillatus,69120,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,11.6332,-9999,red king crab,Paralithodes camtschaticus,69322,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.2275,-9999,horsehair crab,Erimacrus isenbeckii,69400,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.2483,-9999,snail  egg,gastropod egg,71001,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,4.0121,-9999,fat whelk,Neptunea ventricosa,71882,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,38.5605,-9999,,Neptunea heros,71884,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,8.831,-9999,purple-orange sea star,Asterias amurensis,81742,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.2585,-9999,,Boltenia sp.,98100,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,.7756,-9999,,Molgula sp.,99900,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,1.3339,-9999,empty gastropod shells,,99994,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,14.2907,43.5428,flathead sole,Hippoglossoides elassodon,10130,49,3.6,5.8,37,198401,22
57.34367,-162.786,H-09,10,1984,06/15/1984 07:00,3.8983,1.8238,skate unid.,Rajidae,400,49,3.6,5.8,37,198401,22
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,2.7442,-9999,fat whelk,Neptunea ventricosa,71882,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,11.6549,19.8551,Alaska plaice,Pleuronectes quadrituberculatus,10285,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,6.7811,46.7178,rock sole unid.,Lepidopsetta sp.,10260,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,1.0596,4.2046,longhead dab,Limanda proboscidea,10211,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,130.0059,677.1748,yellowfin sole,Limanda aspera,10210,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,5.7215,20.7894,flathead sole,Hippoglossoides elassodon,10130,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,2.437,-9999,empty gastropod shells,,99994,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.0423,-9999,sea grape,Molgula griffithsii,99902,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.106,-9999,,Molgula sp.,99900,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.2119,-9999,sea cucumber unid.,Holothuroidea,85000,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.3179,-9999,basketstar,Gorgonocephalus eucnemis,83020,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,5.5097,-9999,purple-orange sea star,Asterias amurensis,81742,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,11.1146,-9999,,Neptunea heros,71884,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.0423,-9999,snail  egg,gastropod egg,71001,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,1.1656,-9999,red king crab,Paralithodes camtschaticus,69322,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.2649,-9999,hairy hermit crab,Pagurus capillatus,69120,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.7842,-9999,Alaskan hermit,Pagurus ochotensis,69090,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.0423,-9999,splendid hermit,Labidochirus splendescens,69061,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.2649,-9999,hybrid Tanner crab,Chionoecetes hybrid,68590,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,3.0834,-9999,snow crab,Chionoecetes opilio,68580,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.1588,-9999,circumboreal toad crab,Hyas coarctatus,68577,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,2.1191,-9999,Tanner crab,Chionoecetes bairdi,68560,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.0105,-9999,humpy shrimp,Pandalus goniurus,66045,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,10.5954,-9999,jellyfish unid.,Scyphozoa,40500,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,1.1656,1.1679,walleye pollock,Gadus chalcogrammus,21740,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.7416,3.2702,Pacific cod,Gadus macrocephalus,21720,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.0423,-9999,tunicate unid.,Ascidiacea,98000,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,4.4501,-9999,fuzzy hermit crab,Pagurus trigonocheirus,69086,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.0105,.4672,sturgeon poacher,Podothecus accipenserinus,20040,60,.7,6.3,37,198401,23
57.02067,-162.78617,G-09,31,1984,06/15/1984 09:00,.4237,.2336,great sculpin,Myoxocephalus polyacanthocephalus,21370,60,.7,6.3,37,198401,23
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.8732,-9999,empty gastropod shells,,99994,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,2.8793,-9999,sand dollar unid.,,82730,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.2787,-9999,fat whelk,Neptunea ventricosa,71882,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.5574,-9999,lyre whelk,Neptunea lyrata,71870,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.3436,-9999,Pribilof whelk,Neptunea pribiloffensis,71820,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.0092,-9999,slipper shell,Crepidula sp.,71640,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.7431,-9999,red king crab,Paralithodes camtschaticus,69322,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.0278,-9999,hairy hermit crab,Pagurus capillatus,69120,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.0186,-9999,Alaskan hermit,Pagurus ochotensis,69090,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,1.0775,-9999,fuzzy hermit crab,Pagurus trigonocheirus,69086,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.0186,-9999,hybrid Tanner crab,Chionoecetes hybrid,68590,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,1.3003,-9999,Tanner crab,Chionoecetes bairdi,68560,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.0092,-9999,giant scale worm,Eunoe nodosa,56311,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,5.2015,-9999,jellyfish unid.,Scyphozoa,40500,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,7.9881,7.5767,walleye pollock,Gadus chalcogrammus,21740,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,1.8577,3.0716,Pacific cod,Gadus macrocephalus,21720,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.3715,.4096,yellow Irish lord,Hemilepidotus jordani,21347,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.0278,.2048,Pacific herring,Clupea pallasii,21110,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.0092,.2048,sturgeon poacher,Podothecus accipenserinus,20040,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,16.1619,22.3205,Alaska plaice,Pleuronectes quadrituberculatus,10285,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,12.6324,79.6576,rock sole unid.,Lepidopsetta sp.,10260,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,9.6601,37.6787,flathead sole,Hippoglossoides elassodon,10130,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,4.4492,1.4334,Pacific halibut,Hippoglossus stenolepis,10120,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,1.3933,.4096,skate unid.,Rajidae,400,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.4644,-9999,blackspined sea star,Lethasterias nanimensis,80200,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.4644,-9999,sea cucumber unid.,Holothuroidea,85000,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.0278,-9999,sea glob,Aplidium sp. A (Clark 2006),98310,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.8359,-9999,sponge unid.,Porifera,91000,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.2787,-9999,tunicate unid.,Ascidiacea,98000,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,2.2292,-9999,purple-orange sea star,Asterias amurensis,81742,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,60.4679,249.2117,yellowfin sole,Limanda aspera,10210,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,.0186,-9999,snail  egg,gastropod egg,71001,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,2.2849,-9999,snow crab,Chionoecetes opilio,68580,73,1.4,7.1,37,198401,24
56.6865,-162.784,F-09,31,1984,06/15/1984 12:00,1.3933,.2048,great sculpin,Myoxocephalus polyacanthocephalus,21370,73,1.4,7.1,37,198401,24
56.34733,-162.80533,E-09,31,1984,06/15/1984 14:00,4.8904,-9999,jellyfish unid.,Scyphozoa,40500,79,2.5,8.9,37,198401,25
56.34733,-162.80533,E-09,31,1984,06/15/1984 14:00,9.9437,83.6031,walleye pollock,Gadus chalcogrammus,21740,79,2.5,8.9,37,198401,25
56.34733,-162.80533,E-09,31,1984,06/15/1984 14:00,.0085,-9999,depressed scale worm,Eunoe depressa,56312,79,2.5,8.9,37,198401,25
