Survey.Year,Trip.identifier,Vessel.name,Trip.start.date,Trip.end.date,GMA,PFMA,Set.number,Set.date,Start.latitude,Start.longitude,End.latitude,End.longitude,Bottom.depth..m.,Tow.duration..min.,Distance.towed..m.,Vessel.speed..m.min.,Trawl.door.spread..m.,Trawl.mouth.opening.height..m.
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,49,2005-06-02,53.73545,-131.057883,53.760716,-131.057766,49,20,2830,93.3352,57,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,50,2005-06-02,53.772566,-131.0049,53.791266,-131.006783,53,21,2090,101.6687,56.9,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,51,2005-06-02,53.7904,-130.977,53.806733,-130.9811,62,22,1840,93.3352,65.4,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,52,2005-06-02,53.8238,-131.038133,53.802066,-131.038766,60,22,2430,90.0018,64.3,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,53,2005-06-02,53.918983,-131.054983,53.902833,-131.045666,71,22,1900,93.3352,64.7,2.6
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,54,2005-06-02,53.954383,-130.999016,53.939566,-130.983283,58,22,1940,95.0019,62.2,NA
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,55,2005-06-02,53.955216,-131.067216,53.943366,-131.0686,71,16,1320,95.0019,62.6,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,56,2005-06-03,53.97205,-131.3475,53.983316,-131.331766,23,23,1750,86.6684,51.8,NA
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,57,2005-06-03,54.03985,-131.2661,54.020833,-131.259983,25,23,2160,105.0021,56.5,NA
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,58,2005-06-03,54.059383,-131.2896,54.04145,-131.288533,25,22,2010,98.3353,55.9,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,59,2005-06-03,54.007866,-131.131283,53.993883,-131.123566,40,22,1640,86.6684,52.3,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,60,2005-06-03,54.046133,-131.083616,54.030416,-131.082983,71,22,1750,93.3352,63.6,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,61,2005-06-03,54.062083,-131.053716,54.076683,-131.048833,89,17,1660,105.0021,68,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,62,2005-06-03,54.097716,-131.07115,54.082816,-131.073966,67,22,1680,90.0018,55.7,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,63,2005-06-03,54.189116,-131.168883,54.186133,-131.195233,25,23,1760,86.6684,50.1,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,64,2005-06-03,54.204433,-131.272583,54.187616,-131.27655,27,24,1890,95.0019,52.2,NA
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,65,2005-06-04,54.169883,-131.73125,54.183,-131.71585,25,22,1770,95.0019,54.5,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,66,2005-06-04,54.209716,-131.753066,54.209083,-131.781666,107,22,1870,93.3352,72.9,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,67,2005-06-04,54.228316,-131.702983,54.239833,-131.6815,109,22,1900,98.3353,67.7,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,68,2005-06-04,54.248916,-131.6342,54.258916,-131.607133,106,22,2090,105.0021,68.3,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,69,2005-06-04,54.3056,-131.493466,54.309766,-131.470283,148,23,1580,90.0018,81,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,70,2005-06-04,54.327816,-131.436616,54.33075,-131.413466,168,23,1560,93.3352,73.2,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,3,71,2005-06-06,54.476083,-131.032866,54.492583,-131.026216,109,23,1890,95.0019,72,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,72,2005-06-06,54.426116,-131.12745,54.427716,-131.1548,122,24,1780,98.3353,73.3,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,103,73,2005-06-06,54.45345,-131.161516,54.465983,-131.183416,122,24,1990,98.3353,72.3,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,103,74,2005-06-06,54.4882,-131.225833,54.5003,-131.246916,122,24,1920,98.3353,71.9,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,75,2005-06-06,54.554666,-131.375,54.541833,-131.351616,106,23,2080,98.3353,72.2,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,76,2005-06-06,54.654766,-131.488366,54.64395,-131.507066,168,22,1710,95.0019,76.4,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,103,77,2005-06-06,54.572466,-131.285316,54.556316,-131.2884,118,23,1810,98.3353,71.3,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,78,2005-06-06,54.4502,-131.4777,54.462883,-131.496716,259,24,1890,96.6686,69.8,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,79,2005-06-06,54.35735,-131.559316,54.364766,-131.5851,219,25,1870,90.0018,79.5,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,83,2005-06-07,54.295066,-132.233216,54.2937,-132.26295,219,22,1950,93.3352,75.2,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,1,92,2005-06-08,54.193283,-132.843483,54.1901,-132.8137,111,22,2e3,108.3355,67.1,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,1,93,2005-06-08,54.162133,-132.7475,54.16125,-132.722916,38,21,1610,96.6686,55.2,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,1,94,2005-06-08,54.1653,-132.74845,54.165366,-132.721333,43,22,1770,93.3352,61.2,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,95,2005-06-08,54.230216,-132.618033,54.223816,-132.648466,142,21,2110,108.3355,72.3,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,96,2005-06-08,54.242083,-132.648016,54.235316,-132.677,164,23,2040,93.3352,72.4,2.6
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,98,2005-06-09,54.26265,-132.4727,54.267566,-132.506216,159,23,2250,116.669,64.4,2.4
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,99,2005-06-09,54.215516,-132.369483,54.218916,-132.40275,129,21,2210,98.3353,67.3,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,1,100,2005-06-09,54.13575,-132.548266,54.146666,-132.573616,71,21,2060,108.3355,66.4,2.6
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,101,2005-06-09,54.138483,-132.39005,54.142616,-132.419416,78,22,1980,98.3353,62.3,2.6
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,102,2005-06-09,54.134966,-132.271283,54.138416,-132.303133,60,25,2120,95.0019,64.8,NA
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,103,2005-06-09,54.120783,-132.244783,54.119033,-132.212316,40,24,2140,108.3355,62.8,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,104,2005-06-09,54.14,-132.117616,54.138733,-132.086283,32,25,2050,101.6687,55.2,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,105,2005-06-09,54.134166,-131.969216,54.144083,-131.99445,40,23,1980,98.3353,61.9,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,106,2005-06-09,54.143616,-131.878566,54.145366,-131.908833,49,23,1990,105.0021,66.7,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,107,2005-06-09,54.200816,-131.8754,54.1994,-131.84535,109,23,1970,98.3353,73,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,108,2005-06-10,54.195133,-132.25185,54.196216,-132.22375,109,25,1840,93.3352,67.4,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,109,2005-06-10,54.214733,-132.281716,54.2162,-132.25325,128,24,1870,93.3352,68.2,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,110,2005-06-10,54.216316,-132.19635,54.218016,-132.169,122,21,1820,93.3352,69,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,111,2005-06-10,54.19855,-132.193616,54.203316,-132.170233,100,22,1620,90.0018,66.5,2.6
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,112,2005-06-10,54.218483,-132.03455,54.217466,-132.064183,126,22,1940,98.3353,68.7,2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,113,2005-06-10,54.26985,-132.06225,54.269883,-132.029666,182,22,2130,111.6689,76.4,NA
2005,59140,FROSTI,2005-05-25,2005-06-29,8,101,114,2005-06-10,54.249533,-131.8486,54.25885,-131.818883,179,23,2200,108.3355,77.6,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,103,115,2005-06-11,54.469133,-131.24215,54.455216,-131.221833,129,22,2030,98.3353,16.9,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,116,2005-06-11,54.415516,-131.300883,54.41425,-131.335933,213,24,2280,108.3355,17.8,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,117,2005-06-11,54.394666,-131.340433,54.3854,-131.36725,215,23,2030,105.0021,17.4,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,118,2005-06-11,54.358966,-131.369416,54.369316,-131.347,181,23,1860,95.0019,17,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,119,2005-06-11,54.380066,-131.2348,54.363216,-131.242633,84,22,1940,98.3353,15.9,NA
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,120,2005-06-11,54.34315,-131.260983,54.325916,-131.274683,102,23,2130,105.0021,67.8,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,121,2005-06-11,54.309666,-131.37175,54.3117,-131.33715,109,23,2260,116.669,73.2,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,122,2005-06-11,54.28985,-131.189816,54.288166,-131.160183,53,21,1940,98.3353,64.4,NA
2005,59140,FROSTI,2005-05-25,2005-06-29,7,105,123,2005-06-12,53.1638,-130.88535,53.180883,-130.89305,100,21,1970,93.3352,64.6,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,124,2005-06-12,53.1681,-130.8722,53.151133,-130.882583,100,21,2010,98.3353,68.5,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,125,2005-06-12,53.126,-130.908483,53.143333,-130.909816,85,21,1930,98.3353,65.6,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,126,2005-06-12,53.0999,-130.870966,53.116083,-130.881733,91,21,1940,98.3353,64.7,2.6
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,127,2005-06-12,53.074316,-130.7932,53.087283,-130.813533,120,21,1990,98.3353,71.4,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,102,128,2005-06-12,53.027966,-130.9133,53.0154,-130.89755,29,21,1750,93.3352,56,4
2005,59140,FROSTI,2005-05-25,2005-06-29,7,102,129,2005-06-12,53.033566,-131.059916,53.0336,-131.02985,32,21,2020,93.3352,57,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,7,102,130,2005-06-12,53.0009,-131.28345,52.999966,-131.312083,32,21,1930,95.0019,56,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,131,2005-06-13,52.922,-130.5546,52.904116,-130.5466,106,22,2070,101.6687,70.3,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,132,2005-06-13,52.916866,-130.51065,52.900816,-130.52545,107,24,2050,98.3353,73.6,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,133,2005-06-13,52.793066,-130.33455,52.810216,-130.33385,202,22,1910,98.3353,75.9,2.6
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,134,2005-06-13,52.8072,-130.134016,52.795466,-130.153966,248,21,1870,95.0019,75.1,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,136,2005-06-15,52.810383,-130.040983,52.802333,-130.0616,256,25,1670,83.335,71.6,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,137,2005-06-15,52.8515,-130.186133,52.841633,-130.2069,232,24,1780,86.6684,75.1,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,138,2005-06-15,52.884666,-130.157716,52.874866,-130.17595,243,24,1640,83.335,73.1,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,139,2005-06-15,52.899133,-130.166083,52.89,-130.1894,241,24,1890,93.3352,73.3,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,140,2005-06-16,52.863433,-130.430433,52.880833,-130.429116,129,22,1940,95.0019,71.3,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,141,2005-06-16,52.899066,-130.407816,52.9162,-130.404216,129,24,1920,93.3352,72.5,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,144,2005-06-16,52.921333,-130.470883,52.93945,-130.4735,124,25,2030,96.6686,70.4,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,145,2005-06-16,52.904433,-130.501883,52.90715,-130.47285,122,22,1980,95.0019,72.4,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,146,2005-06-16,52.84405,-130.3229,52.861916,-130.32145,202,24,1990,98.3353,76.4,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,147,2005-06-16,52.90165,-130.275383,52.885016,-130.27615,215,24,1850,93.3352,75.8,NA
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,148,2005-06-16,52.97435,-130.257733,52.959866,-130.268316,217,23,1760,90.0018,75,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,149,2005-06-16,53.00715,-130.27055,52.992266,-130.258683,215,22,1840,93.3352,75.1,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,150,2005-06-16,53.028766,-130.159916,53.02985,-130.19175,223,24,2140,98.3353,75.8,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,151,2005-06-16,53.099016,-130.191233,53.08425,-130.1748,179,25,1990,98.3353,81,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,152,2005-06-17,53.026466,-130.34055,53.0385,-130.3217,201,22,1840,93.3352,75.9,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,153,2005-06-17,52.953483,-130.4078,52.9711,-130.407983,151,22,1960,95.0019,71.3,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,154,2005-06-17,52.964266,-130.55155,52.954633,-130.529,98,21,1860,93.3352,64.5,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,155,2005-06-17,52.993766,-130.570233,52.9764,-130.561216,93,22,2030,98.3353,69.4,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,156,2005-06-17,53.010716,-130.5117,52.992033,-130.510616,117,21,2080,98.3353,69.2,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,157,2005-06-17,53.033733,-130.612366,53.052666,-130.615083,91,24,2120,95.0019,69.4,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,158,2005-06-17,53.062166,-130.660933,53.045716,-130.666166,100,21,1860,93.3352,68.9,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,159,2005-06-17,53.096016,-130.7669,53.114466,-130.7636,124,24,2060,98.3353,71.3,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,7,106,161,2005-06-18,53.124716,-130.78245,53.1453,-130.776316,128,24,2330,111.6689,74,1.8
2005,59140,FROSTI,2005-05-25,2005-06-29,7,105,163,2005-06-18,53.22405,-130.966,53.205383,-130.959616,89,23,2120,98.3353,64,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,7,105,164,2005-06-18,53.229333,-130.991216,53.213,-130.9841,84,19,1880,98.3353,61.8,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,7,102,165,2005-06-18,53.2753,-131.18585,53.261,-131.1683,40,22,2010,98.3353,55.5,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,7,105,166,2005-06-18,53.359166,-131.111316,53.3458,-131.127333,36,21,1840,93.3352,52.5,3.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,102,167,2005-06-19,53.49235,-131.285466,53.4754,-131.2878,27,23,1890,90.0018,50.8,3.5
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,168,2005-06-19,53.515333,-131.172483,53.50195,-131.193583,29,21,2040,98.3353,56.4,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,102,169,2005-06-19,53.501916,-131.5972,53.501266,-131.627283,21,23,2e3,98.3353,53.2,3.5
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,171,2005-06-19,53.574233,-131.199333,53.554466,-131.186283,29,24,2380,95.0019,57.4,NA
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,172,2005-06-19,53.6851,-131.034666,53.67205,-131.055983,42,23,2060,95.0019,55.7,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,173,2005-06-19,53.747866,-131.254233,53.766483,-131.2674,43,24,2250,98.3353,52.1,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,174,2005-06-19,53.7912,-131.23985,53.773766,-131.242033,40,22,1950,96.6686,55.9,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,175,2005-06-20,53.841716,-131.364716,53.824433,-131.366166,21,24,1930,95.0019,63.6,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,176,2005-06-20,53.8359,-131.340716,53.85045,-131.336416,21,18,1640,98.3353,50.5,NA
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,177,2005-06-20,53.94355,-131.303816,53.944383,-131.333483,23,22,1950,95.0019,46.3,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,178,2005-06-20,53.90955,-131.174016,53.92615,-131.164983,40,21,1980,95.0019,53.9,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,179,2005-06-20,53.925016,-131.207466,53.907633,-131.20365,38,22,1950,95.0019,53.5,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,180,2005-06-20,54.129,-131.1294,54.139533,-131.157583,31,21,2180,108.3355,57.6,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,181,2005-06-20,54.182333,-131.330066,54.18085,-131.298516,23,21,2070,98.3353,47.4,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,182,2005-06-20,54.234933,-131.1514,54.23455,-131.1749,23,19,1540,86.6684,47,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,183,2005-06-20,54.184,-130.961933,54.166066,-130.978716,64,21,2310,101.6687,52.5,4.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,184,2005-06-21,54.0902,-131.012216,54.090083,-130.981366,98,22,2020,98.3353,65.4,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,185,2005-06-21,53.999616,-131.050333,53.9783,-131.05025,78,24,2380,105.0021,67,2.4
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,188,2005-06-21,53.878433,-130.96195,53.892966,-130.974683,93,19,1820,98.3353,65.9,1.8
2005,59140,FROSTI,2005-05-25,2005-06-29,8,104,189,2005-06-21,53.87265,-131.152283,53.874133,-131.12565,49,21,1770,90.0018,54.1,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,191,2005-06-21,53.856216,-130.877316,53.864316,-130.899216,87,22,1700,86.6684,59.1,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,192,2005-06-22,53.82505,-130.876766,53.810533,-130.891833,93,21,1910,98.3353,66.6,2.2
2005,59140,FROSTI,2005-05-25,2005-06-29,8,5,193,2005-06-22,53.813333,-130.671483,53.79725,-130.667616,65,17,1820,98.3353,54.3,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,5,194,2005-06-22,53.777383,-130.658683,53.78705,-130.684583,111,22,2020,95.0019,68.6,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,5,195,2005-06-22,53.764333,-130.692116,53.749033,-130.6838,126,20,1790,95.0019,72.2,2.6
2005,59140,FROSTI,2005-05-25,2005-06-29,8,5,196,2005-06-22,53.720916,-130.60355,53.738483,-130.60235,78,21,1960,98.3353,62.4,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,5,197,2005-06-22,53.682816,-130.571166,53.699083,-130.5675,45,20,1830,95.0019,56.4,3.1
2005,59140,FROSTI,2005-05-25,2005-06-29,8,5,198,2005-06-22,53.660183,-130.585516,53.644566,-130.59445,42,21,1860,93.3352,55.2,2.7
2005,59140,FROSTI,2005-05-25,2005-06-29,8,105,199,2005-06-23,53.65505,-130.736133,53.668283,-130.738366,140,23,1520,76.6682,67.9,3.1
