Survey.Year,Trip.identifier,Set.number,ITIS.TSN,Species.code,Scientific.name,English.common.name,French.common.name,LSID,Catch.weight..kg.,Catch.count..pieces.
2004,54080,3,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,164.7,NA
2004,54080,3,934083,228,GADUS CHALCOGRAMMUS,WALLEYE POLLOCK,GOBERGE DE L<92>ALASKA,urn:lsid:marinespecies.org:taxname:300735,62.8,NA
2004,54080,3,550588,233,LYCODES CORTEZIANUS,BIGFIN EELPOUT,LYCODE <c0> GRANDES NAGEOIRES,urn:lsid:marinespecies.org:taxname:274097,NA,1
2004,54080,3,630999,245,LYCODES PACIFICUS,BLACKBELLY EELPOUT,LYCODE <c0> VENTRE NOIR,urn:lsid:marinespecies.org:taxname:274116,0.9,30
2004,54080,3,172862,602,ATHERESTHES STOMIAS,ARROWTOOTH FLOUNDER,PLIE <c0> GRANDE BOUCHE,urn:lsid:marinespecies.org:taxname:279792,28.3,NA
2004,54080,3,172868,607,EOPSETTA JORDANI,PETRALE SOLE,PLIE DE CALIFORNIE,urn:lsid:marinespecies.org:taxname:280690,1.8,1
2004,54080,3,172978,610,GLYPTOCEPHALUS ZACHIRUS,REX SOLE,PLIE ROYALE,urn:lsid:marinespecies.org:taxname:274287,15.2,NA
2004,54080,3,172875,612,HIPPOGLOSSOIDES ELASSODON,FLATHEAD SOLE,PLIE <c0> T<ca>TE PLATE,urn:lsid:marinespecies.org:taxname:274289,5.9,NA
2004,54080,3,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,3.3,NA
2004,54080,3,172887,626,MICROSTOMUS PACIFICUS,DOVER SOLE,LIMANDE-SOLE,urn:lsid:marinespecies.org:taxname:274294,78.2,NA
2004,54080,3,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,25.7,NA
2004,54080,3,82595,98D,OCTOPUS,OCTOPUS,,urn:lsid:marinespecies.org:taxname:138268,NA,2
2004,54080,3,96979,SDF,PANDALUS PLATYCEROS,PRAWN,CREVETTE TACHET<c9>E,urn:lsid:marinespecies.org:taxname:423632,NA,1
2004,54080,4,160617,044,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,22.7,NA
2004,54080,4,160848,056,BERINGRAJA BINOCULATA,BIG SKATE,RAIE BIOCELL<c9>E,urn:lsid:marinespecies.org:taxname:1021330,7.3,1
2004,54080,4,160851,059,RAJA RHINA,LONGNOSE SKATE,POCHETEAU LONG-NEZ,urn:lsid:marinespecies.org:taxname:271581,6.9,1
2004,54080,4,161015,066,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,1.7,NA
2004,54080,4,161702,095,ALOSA SAPIDISSIMA,AMERICAN SHAD,ALOSE SAVOUREUSE,urn:lsid:marinespecies.org:taxname:158670,NA,1
2004,54080,4,551209,096,CLUPEA PALLASII,PACIFIC HERRING,HARENG DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:151159,1,13
2004,54080,4,162051,148,THALEICHTHYS PACIFICUS,EULACHON,EULAKANE,urn:lsid:marinespecies.org:taxname:282959,NA,18
2004,54080,4,164711,222,GADUS MACROCEPHALUS,PACIFIC COD,MORUE DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:254538,1.4,2
2004,54080,4,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,3.9,NA
2004,54080,4,164719,226,MICROGADUS PROXIMUS,PACIFIC TOMCOD,POULAMON DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:275873,NA,1
2004,54080,4,934083,228,GADUS CHALCOGRAMMUS,WALLEYE POLLOCK,GOBERGE DE L<92>ALASKA,urn:lsid:marinespecies.org:taxname:300735,3,NA
2004,54080,4,630999,245,LYCODES PACIFICUS,BLACKBELLY EELPOUT,LYCODE <c0> VENTRE NOIR,urn:lsid:marinespecies.org:taxname:274116,NA,4
2004,54080,4,172716,596,CITHARICHTHYS SORDIDUS,PACIFIC SANDDAB,LIMANDE SORDIDE,urn:lsid:marinespecies.org:taxname:275694,14.4,NA
2004,54080,4,172862,602,ATHERESTHES STOMIAS,ARROWTOOTH FLOUNDER,PLIE <c0> GRANDE BOUCHE,urn:lsid:marinespecies.org:taxname:279792,4.5,NA
2004,54080,4,172868,607,EOPSETTA JORDANI,PETRALE SOLE,PLIE DE CALIFORNIE,urn:lsid:marinespecies.org:taxname:280690,2.3,1
2004,54080,4,172978,610,GLYPTOCEPHALUS ZACHIRUS,REX SOLE,PLIE ROYALE,urn:lsid:marinespecies.org:taxname:274287,11.7,NA
2004,54080,4,172875,612,HIPPOGLOSSOIDES ELASSODON,FLATHEAD SOLE,PLIE <c0> T<ca>TE PLATE,urn:lsid:marinespecies.org:taxname:274289,18.6,NA
2004,54080,4,172932,614,HIPPOGLOSSUS STENOLEPIS,PACIFIC HALIBUT,FL<c9>TAN DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:274290,3.2,1
2004,54080,4,172917,621,LEPIDOPSETTA BILINEATA,SOUTHERN ROCK SOLE,FAUSSE LIMANDE DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:281305,0.7,2
2004,54080,4,172871,625,LYOPSETTA EXILIS,SLENDER SOLE,PLIE MINCE,urn:lsid:marinespecies.org:taxname:281452,0.4,NA
2004,54080,4,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,27.1,NA
2004,54080,4,172924,635,PLEURONICHTHYS DECURRENS,CURLFIN SOLE,PLIE <c0> NAGEOIRES FRIS<c9>ES,urn:lsid:marinespecies.org:taxname:282292,1.9,NA
2004,54080,5,159988,038,APRISTURUS BRUNNEUS,BROWN CAT SHARK,HOLBICHE BRUNE,urn:lsid:marinespecies.org:taxname:158512,3.4,NA
2004,54080,5,160851,059,RAJA RHINA,LONGNOSE SKATE,POCHETEAU LONG-NEZ,urn:lsid:marinespecies.org:taxname:271581,1.3,1
2004,54080,5,161015,066,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,1.1,NA
2004,54080,5,162051,148,THALEICHTHYS PACIFICUS,EULACHON,EULAKANE,urn:lsid:marinespecies.org:taxname:282959,NA,1
2004,54080,5,164673,220,ANTIMORA MICROLEPIS,PACIFIC FLATNOSE,ANTIMORE <c0> PETITES <c9>CAILLES,urn:lsid:marinespecies.org:taxname:272460,0.1,1
2004,54080,5,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,3.2,3
2004,54080,5,165253,241,LYCODAPUS MANDIBULARIS,PALLID EELPOUT,LYCODE <c0> LONGUES BRANCHIOSPINES,urn:lsid:marinespecies.org:taxname:279391,NA,1
2004,54080,5,165261,243,LYCODES DIAPTERUS,BLACK EELPOUT,LYCODE NOIRE,urn:lsid:marinespecies.org:taxname:254597,1.7,NA
2004,54080,5,630999,245,LYCODES PACIFICUS,BLACKBELLY EELPOUT,LYCODE <c0> VENTRE NOIR,urn:lsid:marinespecies.org:taxname:274116,0.1,4
2004,54080,5,166706,394,SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX,ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX,COMPLEXE DES S<c9>BASTES <c0> <8c>IL <c9>PINEUX ET <c0> TACHES NOIRES,unknown,2.6,NA
2004,54080,5,166707,396,SEBASTES ALUTUS,PACIFIC OCEAN PERCH,S<c9>BASTE <c0> LONGUE M<c2>CHOIRE,urn:lsid:marinespecies.org:taxname:254573,NA,4
2004,54080,5,52485,3L0,ACTINIARIA,ANEMONE,,urn:lsid:marinespecies.org:taxname:1360,0.2,1
2004,54080,5,166712,403,SEBASTES BOREALIS,SHORTRAKER ROCKFISH,S<c9>BASTE BOR<c9>AL,urn:lsid:marinespecies.org:taxname:274777,8.6,NA
2004,54080,5,166716,412,SEBASTES DIPLOPROA,SPLITNOSE ROCKFISH,GUEULE-DE-LOUP,urn:lsid:marinespecies.org:taxname:274787,2.7,NA
2004,54080,5,166718,415,SEBASTES EMPHAEUS,PUGET SOUND ROCKFISH,S<c9>BASTE PARADEUR,urn:lsid:marinespecies.org:taxname:274789,NA,4
2004,54080,5,166744,450,SEBASTES ZACENTRUS,SHARPCHIN ROCKFISH,S<c9>BASTE <c0> MENTON POINTU,urn:lsid:marinespecies.org:taxname:274869,NA,2
2004,54080,5,166783,451,SEBASTOLOBUS ALASCANUS,SHORTSPINE THORNYHEAD,S<c9>BASTOLOBE <c0> COURTES <c9>PINES,urn:lsid:marinespecies.org:taxname:282740,38.2,NA
2004,54080,5,166784,453,SEBASTOLOBUS ALTIVELIS,LONGSPINE THORNYHEAD,S<c9>BASTOLOBE <c0> LONGUES <c9>PINES,urn:lsid:marinespecies.org:taxname:282741,5.4,NA
2004,54080,5,167123,455,ANOPLOPOMA FIMBRIA,SABLEFISH,MORUE CHARBONNI<c8>RE,urn:lsid:marinespecies.org:taxname:159463,47.6,NA
2004,54080,5,167469,555,XENERETMUS LEIOPS,SMOOTHEYE POACHER,AGONE <c0> NAGEOIRE COUP<c9>E,urn:lsid:marinespecies.org:taxname:283172,NA,1
2004,54080,5,167445,557,BATHYAGONUS NIGRIPINNIS,BLACKFIN POACHER,AST<c9>ROTH<c8>QUE <c0> NAGEOIRES NOIRES,urn:lsid:marinespecies.org:taxname:254505,NA,2
2004,54080,5,157345,5QA,EURYALINA,BASKET STARS,,urn:lsid:marinespecies.org:taxname:123115,0.1,2
2004,54080,5,616607,601,SYMPHURUS ATRICAUDUS,CALIFORNIA TONGUEFISH,SOLE CALIFORNIENNE,urn:lsid:marinespecies.org:taxname:274234,2.4,NA
2004,54080,5,172978,610,GLYPTOCEPHALUS ZACHIRUS,REX SOLE,PLIE ROYALE,urn:lsid:marinespecies.org:taxname:274287,1,NA
2004,54080,5,172887,626,MICROSTOMUS PACIFICUS,DOVER SOLE,LIMANDE-SOLE,urn:lsid:marinespecies.org:taxname:274294,27,NA
2004,54080,5,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,0.7,NA
2004,54080,5,158035,6KA,ATELOSTOMATA,HEART URCHINS,,urn:lsid:marinespecies.org:taxname:149864,NA,1
2004,54080,5,158140,6NA,HOLOTHUROIDEA,SEA CUCUMBERS,COCOMBRES DE MER,urn:lsid:marinespecies.org:taxname:123083,0.1,1
2004,54080,5,82430,95E,BERRYTEUTHIS MAGISTER,SCHOOLMASTER GONATE SQUID,,urn:lsid:marinespecies.org:taxname:342286,3.8,NA
2004,54080,5,96163,TAC,PASIPHAEA PACIFICA,GLASS SHRIMP,CREVETTE DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:514245,0.1,NA
2004,54080,6,161015,066,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,2.7,NA
2004,54080,6,164711,222,GADUS MACROCEPHALUS,PACIFIC COD,MORUE DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:254538,13.7,NA
2004,54080,6,73018,28I,FUSITRITON OREGONENSIS,OREGONTRITON,,urn:lsid:marinespecies.org:taxname:476496,0.3,3
2004,54080,6,166707,396,SEBASTES ALUTUS,PACIFIC OCEAN PERCH,S<c9>BASTE <c0> LONGUE M<c2>CHOIRE,urn:lsid:marinespecies.org:taxname:254573,1.3,13
2004,54080,6,166711,405,SEBASTES BREVISPINIS,SILVERGRAY ROCKFISH,S<c9>BASTE ARGENT<c9>,urn:lsid:marinespecies.org:taxname:274778,2.6,1
2004,54080,6,166717,414,SEBASTES ELONGATUS,GREENSTRIPED ROCKFISH,S<c9>BASTE <c0> RAYURES VERTES,urn:lsid:marinespecies.org:taxname:274788,48.9,NA
2004,54080,6,166723,421,SEBASTES HELVOMACULATUS,ROSETHORN ROCKFISH,S<c9>BASTE ROSAC<c9>,urn:lsid:marinespecies.org:taxname:274799,40.7,NA
2004,54080,6,166736,439,SEBASTES PRORIGER,REDSTRIPE ROCKFISH,S<c9>BASTE <c0> RAIE ROUGE,urn:lsid:marinespecies.org:taxname:274838,0.9,2
2004,54080,6,166740,442,SEBASTES RUBERRIMUS,YELLOWEYE ROCKFISH,S<c9>BASTE AUX YEUX JAUNES,urn:lsid:marinespecies.org:taxname:274844,23.6,NA
2004,54080,6,166743,448,SEBASTES WILSONI,PYGMY ROCKFISH,S<c9>BASTE PYGM<c9>E,urn:lsid:marinespecies.org:taxname:274868,0.5,5
2004,54080,6,166744,450,SEBASTES ZACENTRUS,SHARPCHIN ROCKFISH,S<c9>BASTE <c0> MENTON POINTU,urn:lsid:marinespecies.org:taxname:274869,27.4,NA
2004,54080,6,167123,455,ANOPLOPOMA FIMBRIA,SABLEFISH,MORUE CHARBONNI<c8>RE,urn:lsid:marinespecies.org:taxname:159463,462.8,NA
2004,54080,6,167116,467,OPHIODON ELONGATUS,LINGCOD,MORUE-LINGUE,urn:lsid:marinespecies.org:taxname:240745,36.2,NA
2004,54080,6,157062,4TA,SOLASTERIDAE,SUN STARS,,urn:lsid:marinespecies.org:taxname:123143,0.6,1
2004,54080,6,172862,602,ATHERESTHES STOMIAS,ARROWTOOTH FLOUNDER,PLIE <c0> GRANDE BOUCHE,urn:lsid:marinespecies.org:taxname:279792,116.1,NA
2004,54080,6,172887,626,MICROSTOMUS PACIFICUS,DOVER SOLE,LIMANDE-SOLE,urn:lsid:marinespecies.org:taxname:274294,13.2,NA
2004,54080,6,157967,6AF,ALLOCENTROTUS FRAGILIS,FRAGILE URCHIN,,urn:lsid:marinespecies.org:taxname:513096,NA,1
2004,54080,6,96979,SDF,PANDALUS PLATYCEROS,PRAWN,CREVETTE TACHET<c9>E,urn:lsid:marinespecies.org:taxname:423632,0.1,1
2004,54080,7,160617,044,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,221.1,NA
2004,54080,7,166734,437,SEBASTES PINNIGER,CANARY ROCKFISH,S<c9>BASTE CANARI,urn:lsid:marinespecies.org:taxname:274836,2.6,1
2004,54080,7,166740,442,SEBASTES RUBERRIMUS,YELLOWEYE ROCKFISH,S<c9>BASTE AUX YEUX JAUNES,urn:lsid:marinespecies.org:taxname:274844,3.4,1
2004,54080,7,167123,455,ANOPLOPOMA FIMBRIA,SABLEFISH,MORUE CHARBONNI<c8>RE,urn:lsid:marinespecies.org:taxname:159463,3.6,1
2004,54080,7,167116,467,OPHIODON ELONGATUS,LINGCOD,MORUE-LINGUE,urn:lsid:marinespecies.org:taxname:240745,5.6,1
2004,54080,7,172868,607,EOPSETTA JORDANI,PETRALE SOLE,PLIE DE CALIFORNIE,urn:lsid:marinespecies.org:taxname:280690,5.8,NA
2004,54080,7,172932,614,HIPPOGLOSSUS STENOLEPIS,PACIFIC HALIBUT,FL<c9>TAN DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:274290,47.1,8
2004,54080,9,160617,044,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,439.8,NA
2004,54080,9,161015,066,HYDROLAGUS COLLIEI,SPOTTED RATFISH,CHIM<c8>RE D<92>AM<c9>RIQUE,urn:lsid:marinespecies.org:taxname:271406,2.8,NA
2004,54080,9,164711,222,GADUS MACROCEPHALUS,PACIFIC COD,MORUE DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:254538,4.8,NA
2004,54080,9,164792,225,MERLUCCIUS PRODUCTUS,PACIFIC HAKE,MERLU DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:272458,0.9,NA
2004,54080,9,166710,401,SEBASTES BABCOCKI,REDBANDED ROCKFISH,S<c9>BASTE <c0> BANDES ROUGES,urn:lsid:marinespecies.org:taxname:274775,3.4,2
2004,54080,9,166717,414,SEBASTES ELONGATUS,GREENSTRIPED ROCKFISH,S<c9>BASTE <c0> RAYURES VERTES,urn:lsid:marinespecies.org:taxname:274788,2,NA
2004,54080,9,166720,418,SEBASTES FLAVIDUS,YELLOWTAIL ROCKFISH,S<c9>BASTE <c0> QUEUE JAUNE,urn:lsid:marinespecies.org:taxname:274795,8,NA
2004,54080,9,166736,439,SEBASTES PRORIGER,REDSTRIPE ROCKFISH,S<c9>BASTE <c0> RAIE ROUGE,urn:lsid:marinespecies.org:taxname:274838,3.3,NA
2004,54080,9,166740,442,SEBASTES RUBERRIMUS,YELLOWEYE ROCKFISH,S<c9>BASTE AUX YEUX JAUNES,urn:lsid:marinespecies.org:taxname:274844,15.4,NA
2004,54080,9,167123,455,ANOPLOPOMA FIMBRIA,SABLEFISH,MORUE CHARBONNI<c8>RE,urn:lsid:marinespecies.org:taxname:159463,169.1,NA
2004,54080,9,167116,467,OPHIODON ELONGATUS,LINGCOD,MORUE-LINGUE,urn:lsid:marinespecies.org:taxname:240745,11.3,3
2004,54080,9,157062,4TA,SOLASTERIDAE,SUN STARS,,urn:lsid:marinespecies.org:taxname:123143,NA,NA
2004,54080,9,172862,602,ATHERESTHES STOMIAS,ARROWTOOTH FLOUNDER,PLIE <c0> GRANDE BOUCHE,urn:lsid:marinespecies.org:taxname:279792,224,NA
2004,54080,9,172868,607,EOPSETTA JORDANI,PETRALE SOLE,PLIE DE CALIFORNIE,urn:lsid:marinespecies.org:taxname:280690,5.9,NA
2004,54080,9,172978,610,GLYPTOCEPHALUS ZACHIRUS,REX SOLE,PLIE ROYALE,urn:lsid:marinespecies.org:taxname:274287,0.4,NA
2004,54080,9,172932,614,HIPPOGLOSSUS STENOLEPIS,PACIFIC HALIBUT,FL<c9>TAN DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:274290,14.8,2
2004,54080,9,172887,626,MICROSTOMUS PACIFICUS,DOVER SOLE,LIMANDE-SOLE,urn:lsid:marinespecies.org:taxname:274294,9.3,NA
2004,54080,9,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,33.5,NA
2004,54080,9,157967,6AF,ALLOCENTROTUS FRAGILIS,FRAGILE URCHIN,,urn:lsid:marinespecies.org:taxname:513096,NA,NA
2004,54080,10,160617,044,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,48.2,NA
2004,54080,10,166711,405,SEBASTES BREVISPINIS,SILVERGRAY ROCKFISH,S<c9>BASTE ARGENT<c9>,urn:lsid:marinespecies.org:taxname:274778,3.3,NA
2004,54080,10,166717,414,SEBASTES ELONGATUS,GREENSTRIPED ROCKFISH,S<c9>BASTE <c0> RAYURES VERTES,urn:lsid:marinespecies.org:taxname:274788,0.5,2
2004,54080,10,166734,437,SEBASTES PINNIGER,CANARY ROCKFISH,S<c9>BASTE CANARI,urn:lsid:marinespecies.org:taxname:274836,32.2,NA
2004,54080,10,166740,442,SEBASTES RUBERRIMUS,YELLOWEYE ROCKFISH,S<c9>BASTE AUX YEUX JAUNES,urn:lsid:marinespecies.org:taxname:274844,2.9,1
2004,54080,10,167116,467,OPHIODON ELONGATUS,LINGCOD,MORUE-LINGUE,urn:lsid:marinespecies.org:taxname:240745,2.7,1
2004,54080,10,172862,602,ATHERESTHES STOMIAS,ARROWTOOTH FLOUNDER,PLIE <c0> GRANDE BOUCHE,urn:lsid:marinespecies.org:taxname:279792,12.9,NA
2004,54080,10,172868,607,EOPSETTA JORDANI,PETRALE SOLE,PLIE DE CALIFORNIE,urn:lsid:marinespecies.org:taxname:280690,5,NA
2004,54080,10,172917,621,LEPIDOPSETTA BILINEATA,SOUTHERN ROCK SOLE,FAUSSE LIMANDE DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:281305,0.2,1
2004,54080,10,172921,628,PAROPHRYS VETULUS,ENGLISH SOLE,CARLOTTIN ANGLAIS,urn:lsid:marinespecies.org:taxname:254393,14.4,NA
2004,54080,11,160617,044,SQUALUS SUCKLEYI,NORTH PACIFIC SPINY DOGFISH,AIGUILLAT DU PACIFIQUE,urn:lsid:marinespecies.org:taxname:299224,13.5,NA
