LATITUDE,LONGITUDE,STATION,STRATUM,YEAR,DATETIME,WTCPUE,NUMCPUE,COMMON,SCIENTIFIC,SID,BOT_DEPTH,BOT_TEMP,SURF_TEMP,VESSEL,CRUISE,HAUL       
52.17902,-172.4566,234-28,622,2014,06/21/2014 07:54,.0096,-9999,,Hippasteria sp.,80630,188,4.5,5.4,176,201401,45        
52.17902,-172.4566,234-28,622,2014,06/21/2014 07:54,.0052,-9999,,Periphylla periphylla,40503,188,4.5,5.4,176,201401,45  
52.17902,-172.4566,234-28,622,2014,06/21/2014 07:54,.5314,-9999,,Strongylocentrotus sp.,82511,188,4.5,5.4,176,201401,45 
52.17902,-172.4566,234-28,622,2014,06/21/2014 07:54,.1154,1.3111,longfin Irish lord,Hemilepidotus zapus,21345,188,4.5,5.4,176,201401,45     
52.17902,-172.4566,234-28,622,2014,06/21/2014 07:54,.0192,.437,skate egg case unident.,,401,188,4.5,5.4,176,201401,45   
52.17902,-172.4566,234-28,622,2014,06/21/2014 07:54,.0428,-9999,,Plumarella sp.,44083,188,4.5,5.4,176,201401,45         
52.17902,-172.4566,234-28,622,2014,06/21/2014 07:54,.0079,-9999,yellowleg pandalid,Pandalus tridens,66033,188,4.5,5.4,176,201401,45         
52.17902,-172.4566,234-28,622,2014,06/21/2014 07:54,.0026,-9999,spiny lebbeid,Lebbeus groenlandicus,66203,188,4.5,5.4,176,201401,45         
52.17902,-172.4566,234-28,622,2014,06/21/2014 07:54,.3339,-9999,magistrate armhook squid,Berryteuthis magister,79210,188,4.5,5.4,176,201401,45        
52.17902,-172.4566,234-28,622,2014,06/21/2014 07:54,2.4037,-9999,basketstar,Gorgonocephalus eucnemis,83020,188,4.5,5.4,176,201401,45        
52.23719,175.24334,71-30,222,2014,07/24/2014 17:45,.015,-9999,empty gastropod shells,,99994,150,4.2,9.6,143,201401,173  
52.23719,175.24334,71-30,222,2014,07/24/2014 17:45,.0538,.441,leopard skate,Bathyraja panthera,477,150,4.2,9.6,143,201401,173     
52.23719,175.24334,71-30,222,2014,07/24/2014 17:45,.2064,-9999,,Craniella villosa,91127,150,4.2,9.6,143,201401,173      
52.23719,175.24334,71-30,222,2014,07/24/2014 17:45,.0432,-9999,green papillate sponge,Latrunculia sp. A (Clark 2006),91226,150,4.2,9.6,143,201401,173 
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0158,-9999,,Tritonia sp.,71025,139,4.3,6.4,143,201401,58
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0618,-9999,,Polymastia sp.,91074,139,4.3,6.4,143,201401,58        
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,6.076,7.1296,rex sole,Glyptocephalus zachirus,10200,139,4.3,6.4,143,201401,58
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0238,-9999,,Solaster sp.,81060,139,4.3,6.4,143,201401,58
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,1.1051,-9999,sponge unident.,Porifera,91000,139,4.3,6.4,143,201401,58        
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,1.5313,-9999,,Gorgonocephalus sp. cf. arcticus,83021,139,4.3,6.4,143,201401,58         
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0626,-9999,,Mycale sp.,91039,139,4.3,6.4,143,201401,58  
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.1236,-9999,jellyfish unident.,Scyphozoa,40500,139,4.3,6.4,143,201401,58     
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0071,-9999,Kamchatka coral,Paragorgia arborea,41582,139,4.3,6.4,143,201401,58         
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0119,-9999,sea blob,Synoicum sp.,98320,139,4.3,6.4,143,201401,58  
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,7.8453,2.7726,Pacific halibut,Hippoglossus stenolepis,10120,139,4.3,6.4,143,201401,58  
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,25.9357,3.1687,Pacific cod,Gadus macrocephalus,21720,139,4.3,6.4,143,201401,58         
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0206,.3961,blotched snailfish,Crystallichthys cyclospilus,22206,139,4.3,6.4,143,201401,58       
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0087,-9999,hydroid unident.,,40011,139,4.3,6.4,143,201401,58      
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0658,-9999,sponge hermit,Pagurus brandti,69042,139,4.3,6.4,143,201401,58    
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0325,-9999,long nippled sponge,Polymastia robusta,91111,139,4.3,6.4,143,201401,58     
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0143,-9999,encrusting coral,Clavularia incrustans,41752,139,4.3,6.4,143,201401,58     
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0372,-9999,Oregon triton,Fusitriton oregonensis,72500,139,4.3,6.4,143,201401,58       
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0214,-9999,,Pteraster sp.,81310,139,4.3,6.4,143,201401,58         
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0261,-9999,,Alcyonidium sp.,95038,139,4.3,6.4,143,201401,58       
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0143,-9999,,Abietinaria sp.,40034,139,4.3,6.4,143,201401,58       
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.004,-9999,Pacific lyre crab,Hyas lyratus,68578,139,4.3,6.4,143,201401,58    
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0404,-9999,,Neptunea sp.,71800,139,4.3,6.4,143,201401,58
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0404,-9999,champagne flute hydroid,Bonneviella sp. A (Clark 2006),40012,139,4.3,6.4,143,201401,58         
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.6219,.7922,mud skate,Bathyraja taranetzi,455,139,4.3,6.4,143,201401,58      
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0301,-9999,fragile sea star,Cheiraster dawsoni,81910,139,4.3,6.4,143,201401,58        
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0349,-9999,actinid sea anemones unident.,Actiniidae unid.,43080,139,4.3,6.4,143,201401,58       
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0127,-9999,hermit sponge,Suberites domuncula,91020,139,4.3,6.4,143,201401,58
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,1.0108,1.1883,Atka mackerel,Pleurogrammus monopterygius,21921,139,4.3,6.4,143,201401,58
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0578,-9999,,Plumarella sp.,44083,139,4.3,6.4,143,201401,58        
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0008,-9999,,Serpula columbiana,57411,139,4.3,6.4,143,201401,58    
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.1062,-9999,empty bivalve shells,,99993,139,4.3,6.4,143,201401,58  
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,16.0455,38.0243,northern rock sole,Lepidopsetta polyxystra,10261,139,4.3,6.4,143,201401,58       
52.24198,-172.95708,228-30,522,2014,06/24/2014 16:22,.0396,-9999,,Thouarella (=Plumarella) superba,44075,139,4.3,6.4,143,201401,58
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.5267,-9999,,Strongylocentrotus sp.,82511,249,4,7.2,143,201401,168   
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.0319,-9999,horsehair crab,Erimacrus isenbeckii,69400,249,4,7.2,143,201401,168 
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.8875,-9999,basketstar,Gorgonocephalus eucnemis,83020,249,4,7.2,143,201401,168 
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,5.2737,71.2978,darkfin sculpin,Malacocottus zonurus,21341,249,4,7.2,143,201401,168       
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.0444,-9999,purple hermit,Elassochirus cavimanus,69121,249,4,7.2,143,201401,168
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.1106,-9999,,Henricia sp.,80540,249,4,7.2,143,201401,168   
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.0101,-9999,,Stegophiura ponderosa,83340,249,4,7.2,143,201401,168    
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.1465,4.6753,skate egg case unident.,,401,249,4,7.2,143,201401,168   
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,10.5271,2.3376,Kamchatka flounder,Atheresthes evermanni,10112,249,4,7.2,143,201401,168   
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.4442,.3896,prowfish,Zaprora silenus,24001,249,4,7.2,143,201401,168  
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,850.7195,917.1308,Pacific ocean perch,Sebastes alutus,30060,249,4,7.2,143,201401,168     
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.0062,-9999,,Muriceides nigra,44092,249,4,7.2,143,201401,168         
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.0164,-9999,,Hippasteria sp.,80630,249,4,7.2,143,201401,168
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.0429,.3896,spectacled sculpin,Triglops scepticus,21354,249,4,7.2,143,201401,168         
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.0031,.3896,roughskin sculpin,Rastrinus scutiger,21444,249,4,7.2,143,201401,168
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.0016,.3896,broadfin sculpin,Bolinia euryptera,21337,249,4,7.2,143,201401,168  
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.7753,.3896,shortspine thornyhead,Sebastolobus alascanus,30020,249,4,7.2,143,201401,168  
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.1714,-9999,Oregon triton,Fusitriton oregonensis,72500,249,4,7.2,143,201401,168
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.1473,.3896,walleye pollock,Theragra chalcogramma,21740,249,4,7.2,143,201401,168         
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.0935,-9999,,Pteraster sp.,81310,249,4,7.2,143,201401,168  
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,4.0012,.3896,whiteblotched skate,Bathyraja maculata,480,249,4,7.2,143,201401,168         
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,3.7129,5.0649,Atka mackerel,Pleurogrammus monopterygius,21921,249,4,7.2,143,201401,168   
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.5143,.7792,northern rockfish,Sebastes polyspinis,30420,249,4,7.2,143,201401,168         
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.0382,-9999,eastern Pacific bobtail,Rossia pacifica,79020,249,4,7.2,143,201401,168       
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,11.6336,2.3376,arrowtooth flounder,Atheresthes stomias,10110,249,4,7.2,143,201401,168    
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.06,-9999,,Chrysaora melanaster,40504,249,4,7.2,143,201401,168       
52.24511,175.94868,80-30,223,2014,07/23/2014 18:34,.2166,-9999,,Stylaster sp.,44030,249,4,7.2,143,201401,168  
52.24609,176.02138,81-30,222,2014,07/22/2014 18:48,.0332,-9999,,Polymastia sp.,91074,144,4.5,6.4,176,201401,169         
52.24609,176.02138,81-30,222,2014,07/22/2014 18:48,1.1171,-9999,tree sponge,Mycale loveni,91040,144,4.5,6.4,176,201401,169        
52.24609,176.02138,81-30,222,2014,07/22/2014 18:48,.0193,-9999,,Henricia sp.,80540,144,4.5,6.4,176,201401,169 
52.24609,176.02138,81-30,222,2014,07/22/2014 18:48,2.8758,-9999,golden king crab,Lithodes aequispinus,69310,144,4.5,6.4,176,201401,169      
52.24609,176.02138,81-30,222,2014,07/22/2014 18:48,.7337,.5355,dusky rockfish,Sebastes variabilis,30152,144,4.5,6.4,176,201401,169
52.33775,-179.87079,136-32,312,2014,07/08/2014 11:38,1.0243,1.321,Dover sole,Microstomus pacificus,10180,166,4.7,7.4,143,201401,117         
52.33775,-179.87079,136-32,312,2014,07/08/2014 11:38,.5073,.8807,Atka mackerel,Pleurogrammus monopterygius,21921,166,4.7,7.4,143,201401,117 
52.33775,-179.87079,136-32,312,2014,07/08/2014 11:38,.162,-9999,jellyfish unident.,Scyphozoa,40500,166,4.7,7.4,143,201401,117     
52.33775,-179.87079,136-32,312,2014,07/08/2014 11:38,.1066,-9999,,Chiroteuthis calyx,79404,166,4.7,7.4,143,201401,117   
52.33775,-179.87079,136-32,312,2014,07/08/2014 11:38,5.4207,4.8438,butterfly skate,Bathyraja mariposa,483,166,4.7,7.4,143,201401,117        
52.33775,-179.87079,136-32,312,2014,07/08/2014 11:38,6.024,108.3258,spectacled sculpin,Triglops scepticus,21354,166,4.7,7.4,143,201401,117  
52.33775,-179.87079,136-32,312,2014,07/08/2014 11:38,.0282,-9999,tree sponge,Mycale loveni,91040,166,4.7,7.4,143,201401,117       
52.33775,-179.87079,136-32,312,2014,07/08/2014 11:38,.5601,.8807,yellow Irish lord,Hemilepidotus jordani,21347,166,4.7,7.4,143,201401,117   
52.33775,-179.87079,136-32,312,2014,07/08/2014 11:38,54.5627,33.4665,walleye pollock,Theragra chalcogramma,21740,166,4.7,7.4,143,201401,117 
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.2842,2.3686,Kamchatka flounder,Atheresthes evermanni,10112,87,5.2,8.4,176,201401,187    
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.0166,-9999,empty gastropod shells,,99994,87,5.2,8.4,176,201401,187  
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.0039,-9999,ubiquitous brittle star,Ophiopholis aculeata,83400,87,5.2,8.4,176,201401,187 
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,23.7727,13.8167,arrowtooth flounder,Atheresthes stomias,10110,87,5.2,8.4,176,201401,187  
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.0703,-9999,,Strongylocentrotus sp.,82511,87,5.2,8.4,176,201401,187  
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.0229,-9999,jellyfish unident.,Scyphozoa,40500,87,5.2,8.4,176,201401,187       
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.3158,1.1843,yellow Irish lord,Hemilepidotus jordani,21347,87,5.2,8.4,176,201401,187     
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.0095,-9999,sponge hermit,Pagurus brandti,69042,87,5.2,8.4,176,201401,187      
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.0442,-9999,Oregon triton,Fusitriton oregonensis,72500,87,5.2,8.4,176,201401,187         
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,30.6455,81.7161,northern rock sole,Lepidopsetta polyxystra,10261,87,5.2,8.4,176,201401,187         
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.0126,-9999,Alaska falsejingle,Pododesmus macrochisma,75600,87,5.2,8.4,176,201401,187    
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.1792,-9999,empty barnacle shells,,99991,87,5.2,8.4,176,201401,187   
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.2921,.7895,rex sole,Glyptocephalus zachirus,10200,87,5.2,8.4,176,201401,187   
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.5606,.7895,Atka mackerel,Pleurogrammus monopterygius,21921,87,5.2,8.4,176,201401,187    
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,3.0081,.3948,bigmouth sculpin,Hemitripterus bolini,21420,87,5.2,8.4,176,201401,187       
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,4.0029,3.1581,Pacific cod,Gadus macrocephalus,21720,87,5.2,8.4,176,201401,187  
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,1.9024,1.1843,Pacific halibut,Hippoglossus stenolepis,10120,87,5.2,8.4,176,201401,187    
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.0103,-9999,sponge unident.,Porifera,91000,87,5.2,8.4,176,201401,187 
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.9624,-9999,gigantic anemone,Metridium farcimen (=Metridium giganteum),43021,87,5.2,8.4,176,201401,187       
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.0553,-9999,purple hermit,Elassochirus cavimanus,69121,87,5.2,8.4,176,201401,187         
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.0079,-9999,,Henricia sp.,80540,87,5.2,8.4,176,201401,187  
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,1.4275,5.5267,Pacific ocean perch,Sebastes alutus,30060,87,5.2,8.4,176,201401,187        
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,26.2771,88.0324,northern rockfish,Sebastes polyspinis,30420,87,5.2,8.4,176,201401,187    
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.0047,-9999,,Octocorallia,41099,87,5.2,8.4,176,201401,187  
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.1397,1.1843,sturgeon poacher,Podothecus accipenserinus,20040,87,5.2,8.4,176,201401,187  
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.0095,-9999,,Chlamys sp.,74104,87,5.2,8.4,176,201401,187   
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,11.4639,.7895,leopard skate,Bathyraja panthera,477,87,5.2,8.4,176,201401,187   
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,.2132,4.7372,walleye pollock,Theragra chalcogramma,21740,87,5.2,8.4,176,201401,187       
52.33939,173.51896,48-32,211,2014,07/26/2014 12:21,17.3001,25.6597,flathead sole,Hippoglossoides elassodon,10130,87,5.2,8.4,176,201401,187  
52.34173,173.18491,43-32,212,2014,07/26/2014 14:51,.4366,.4119,mud skate,Bathyraja taranetzi,455,158,3.9,9.7,176,201401,188       
52.34173,173.18491,43-32,212,2014,07/26/2014 14:51,3.3694,9.8858,Kamchatka flounder,Atheresthes evermanni,10112,158,3.9,9.7,176,201401,188  
52.34173,173.18491,43-32,212,2014,07/26/2014 14:51,.0115,-9999,,Henricia sp.,80540,158,3.9,9.7,176,201401,188 
